job_code,job_title
602020,Reading Program Support Spec
501865,School Leader Development Spec
601846,Fine & Perf Arts Schools Mgr
501854,Athletic Program Coordinator
501853,School Athletic Director
602002,Balanced Assessment Syst Mgr
501874,Operations Coordinator
602026,Incubation&Cert Prog Supt Spec
601854,"Mgr, Assessment for Learning"
501891,"Director, College Pathways"
501884,Sr Bus Diversity Compl Spec
501863,Scholarship Specialist
501881,REACH Performance Task Spec
501886,Training Quality Specialist
600000,Unevaluated Non-union Role
501896,Press Advance Associate
501895,Senior Press Secretary
601849,Inclusive Responsive Educ Mgr
501875,"Director, Network SEL Support"
501877,"Dir, Restor Pract Stud Discpln"
501876,"Dir, Healing-Centered Supports"
601853,"ED, Instr Systems & Supports"
601848,Inclusive Responsive Educ Spec
504787,Systems Accountant
601416,Gifted Instr Supprt Specialist
504794,"Director, Ops and Policy"
601409,AP and IB HS Supprt Specialist
504693,HS MTSS Specialist
504572,Senior Project Coordinator
504566,Educator Engagement Manager
504293,Exec Dir - Charter Schools
504294,Charter Transitions Manager
504295,Charter School Support Coord
504296,Charter Policy & Finance Mgr
504297,Charter Specialist
504298,Charter Auth/Renewal Director
600653,Social Science Manager
500469,Program Manager
504458,Manager of Data Support
500345,Recruiter
505088,"Sr Manager, Teacher Retention"
504832,CFBU Specialist
53,
500099,Data Control Clerk
505160,"Project Mgr, COVID-19 Response"
501471,
500784,
501381,
500158,
601575,
500017,
501201,
501199,
501416,
601728,
601730,
501293,
504539,ED - Children First Fund
504545,Director of Development
504654,Director of Capital Operations
504659,Acting Treasurer
504820,"Budget Manager, Grants"
